,class,position x,position y,position z,rotation,scale l,scale w,scale h,file_name
18,Adult,11.737900098852105,-0.697370636974715,-11.30524730682373,-1.8999155261475595,0.06864967761166163,0.24931847653634653,0.2809925079345703,Suwon_A_2210261635_0039_0008
19,Adult,14.284737846165966,-1.3275918140421823,-11.961812973022463,-1.821375707919338,0.5584989292408409,0.5844619855078925,1.6555004119873047,Suwon_A_2210261635_0039_0009
20,Car,18.098384680831696,9.656493117116254,-12.84412069492352,-2.2246247460686646,4.940250955910179,1.753507852779989,1.5348042717439785,Suwon_A_2210261635_0062_0000
21,Car,17.38774692575943,14.360749227089308,-13.08292766906262,-2.1656973430345814,4.720206230741851,1.605973609146872,1.298305674177589,Suwon_A_2210261635_0062_0001
22,Car,31.529691860685755,20.632340284998346,-13.374725948363336,-2.0632724331989083,4.769240050277562,0.9400960730832182,1.4620519288377816,Suwon_A_2210261635_0062_0002
23,Small_Truck,29.116557936872532,18.853468163157455,-12.690406599538543,-2.0664809317288024,5.209395985304487,1.9079634892138215,2.6608535017228725,Suwon_A_2210261635_0062_0003
24,Small_Truck,35.64336746152893,15.488406002051375,-12.285936983986284,-2.0924535699402558,5.374310904558244,2.070065456036383,2.8545602818180122,Suwon_A_2210261635_0062_0004
25,Small_Truck,42.196027182057996,11.717237875725276,-11.979406314753994,-2.0941641561088957,5.080871534195748,2.0165254622116753,2.4980254190430182,Suwon_A_2210261635_0062_0005
26,Small_Car,31.674582339811614,20.66655003857605,-13.310695229519505,-2.0239956140829243,4.38489928932119,1.27729689627164,1.511723891614299,Suwon_A_2210261635_0062_0006
27,Small_Car,39.20656598667721,16.95788288331961,-12.898666001072346,-2.033728100246397,4.2445421896236155,1.590648209853572,1.3396118917908626,Suwon_A_2210261635_0062_0007
28,Small_Car,27.531214614464478,19.27711306935836,-13.37792936741691,-2.1096741205974645,1.6110127517498936,0.48221670679677486,1.0405809978472915,Suwon_A_2210261635_0062_0008
29,Small_Car,33.87327942839176,16.783539492600045,-12.982868923656959,-2.056308969932525,4.240553860238725,1.7076766981738736,1.3538159177042133,Suwon_A_2210261635_0062_0009
30,Bus,39.94556889950061,-28.547954539821262,-9.082011122916075,-0.9340904887072974,10.639443002387313,2.447103078901287,3.7085759764242106,Suwon_A_2210261635_0069_0000
31,Car,30.26624888184929,21.35438558660279,-13.493032059268577,-1.9545058924370904,2.020512095621742,1.0043768833449038,1.2390510898480076,Suwon_A_2210261635_0069_0001
32,Car,31.633913557064883,-28.985858789595206,-9.672614017300061,-0.9016545436366431,5.092252356104969,0.8835159487722559,1.5769603796011766,Suwon_A_2210261635_0069_0002
33,Car,37.9410047567522,-25.17594492727144,-10.084022184570815,-0.9810897541893371,4.8547932805473595,1.7092302879601615,1.3896810230347092,Suwon_A_2210261635_0069_0003
34,Car,30.257420353369735,21.369125551376932,-13.502747348653273,-1.9954800276009863,1.9451194693342224,0.9707986236167998,1.1900137146821965,Suwon_A_2210261635_0069_0004
35,Car,36.18540549947539,-26.360793766896013,-9.940424820300173,-0.931332743548576,4.065317770392594,1.2640116735340334,1.6473950826100996,Suwon_A_2210261635_0069_0005
36,Car,28.05325945405665,-27.140290001513517,-9.98590667234344,-0.8870359994151746,4.643311172600315,0.5264334705730953,0.9363469447284855,Suwon_A_2210261635_0069_0006
37,Car,36.71611547600281,-21.131612507522103,-10.615695753981168,-0.9356053422041218,4.666978008758333,1.0279716786628728,0.9546224345061726,Suwon_A_2210261635_0069_0007
38,Car,29.764675704524812,-31.21954015901001,-9.694860215820913,-0.9101602751136515,3.592732499733591,0.37457869875861305,1.2057490889472264,Suwon_A_2210261635_0069_0008
39,Car,28.184103878954538,-27.172244326203487,-10.080090214785425,-0.8237886855464658,4.572107224565673,0.5845133429036087,0.7089240336837569,Suwon_A_2210261635_0069_0009
40,Adult,23.67154350886517,-3.5411261775974645,-11.59015052414594,-0.8300758764605287,0.5507123427215681,0.5088920766110013,1.6948167574413908,Suwon_A_2210261635_0101_0000
41,Adult,23.69523066630456,-3.466238601021701,-11.522538153503332,-0.8305500725820515,0.5978497402799646,0.6503042692861909,1.8300414987266083,Suwon_A_2210261635_0101_0001
42,Adult,23.084599404002805,-3.212936838826732,-11.454925782860723,-0.8279593996859149,0.6149070910973276,0.7355910233730055,1.8300414987266083,Suwon_A_2210261635_0101_0002
43,Adult,22.720199858073943,-3.7239545293961314,-11.625990746589247,-0.8227132532899094,0.6149070910973276,0.7355910233730055,1.8300414987266083,Suwon_A_2210261635_0101_0003
44,Adult,22.551998184351294,-4.147299918577033,-11.49905708977085,-0.8298526719369467,0.6441098809706245,0.7355910233730055,1.8300414987266083,Suwon_A_2210261635_0101_0004
45,Adult,22.534723420737915,-5.0322488998692085,-11.521122743225915,-0.8284552243147486,0.6441098809706245,0.7355910233730055,1.8300414987266083,Suwon_A_2210261635_0101_0005
46,Car,44.087106704711914,28.677571296691895,-13.813366413116452,1.0387143291491603,3.081344955365341,0.6984947806999041,1.400071144104004,Suwon_A_2210261635_0101_0006
47,Adult,22.969106807552457,-6.386270475170119,-11.352484071902746,-0.8282423967214759,0.6441098809706245,0.6220194313183665,1.8300414987266083,Suwon_A_2210261635_0101_0007
48,Adult,23.649222671659793,-6.8582105145000565,-11.43487267847796,-0.8264218438268763,0.7496546286949308,0.5487365909032196,1.4996635816644859,Suwon_A_2210261635_0101_0008
49,Adult,24.191018740923944,-6.956270478569229,-11.244359987696198,-0.8261816771443116,0.46413614042916207,0.40541700431067845,1.68339023150737,Suwon_A_2210261635_0101_0009
50,Bus,30.466192850869998,-30.74768729602275,-8.57155510575685,-0.9068093716912449,10.77970503325402,2.610496893231323,3.5024737519849998,Suwon_A_2210261635_0102_0000
51,Bus,30.426101388302076,-30.70704101850585,-8.574626801730302,-0.9155360179512169,10.773220591773793,2.556627772703424,3.5024737519849998,Suwon_A_2210261635_0102_0001
52,Bus,30.396259239270716,-30.692616079427765,-8.574626801730302,-0.9329893104711598,10.765972072715657,2.6625567133208063,3.5024737519849998,Suwon_A_2210261635_0102_0002
53,Car,42.656874518711845,19.42343494558445,-13.177382946014404,2.4025530934671755,1.051054205732329,5.220445126346567,1.473435401916504,Suwon_A_2210261635_0102_0003
54,Bus,30.418668603117453,-30.724739491467858,-8.574626801730302,-0.9329893104711598,10.77173042974854,2.7866612802766224,3.5024737519849998,Suwon_A_2210261635_0102_0004
55,Bus,30.418668603117567,-30.72473949146797,-8.574626801730302,-0.9329893104711598,10.77173042974854,2.7866612802766224,3.5024737519849998,Suwon_A_2210261635_0102_0005
56,Car,42.61933606026522,-14.352299149935893,-10.906697750091553,1.7578373436578085,4.125372206563778,1.6007838540818031,1.7004156112670898,Suwon_A_2210261635_0102_0006
57,Car,33.96569705147307,-18.093571538318763,-10.582294787031541,2.047761293615333,4.367296820364207,1.8633442063745504,1.4854031189997472,Suwon_A_2210261635_0102_0007
58,Car,25.43259094587887,-22.96201137989205,-10.185717506175157,2.1101133230770213,4.576887917633243,1.7318961685876726,1.7432367711340997,Suwon_A_2210261635_0102_0008
59,Car,16.738134969235418,-29.031404834003,-9.673531962548244,2.1927747663639643,4.5934932620652145,1.5580680374365983,1.7126909628716342,Suwon_A_2210261635_0102_0009
60,Two_Wheeler,15.833870805402679,-21.124418141359673,-10.346869966691592,-0.3416827249630907,0.7565434502965958,0.5185284732877417,1.5434847926418533,Suwon_A_2210261635_0103_0000
61,Two_Wheeler,17.061955732099413,-19.25161796872624,-10.596217405581264,-0.3411073631044346,1.9189774304823235,1.3854566134501525,1.7632389068603516,Suwon_A_2210261635_0103_0001
62,Two_Wheeler,18.364331494769925,-17.47828434225498,-10.67602252960205,-0.34066944412533573,1.3562416091439133,1.3854566134501525,1.7632389068603516,Suwon_A_2210261635_0103_0002
63,Two_Wheeler,20.409766916050348,-17.01147710979467,-10.680974452371728,-0.3408192478208595,0.7510416651936388,1.3854566134501525,1.6591401808883872,Suwon_A_2210261635_0103_0003
64,Two_Wheeler,21.70304300731187,-16.968076281845835,-10.696877334582572,-0.3403986868460541,0.7510416651936388,1.3854566134501525,1.6591401808883872,Suwon_A_2210261635_0103_0004
65,Car,42.89450182400945,19.731782493924726,-13.11307954788208,0.8623660376416988,5.22830339563842,2.296210134006344,1.626591682434082,Suwon_A_2210261635_0103_0005
66,Two_Wheeler,22.280455780993588,-17.105289449694684,-10.681662204968257,-0.34059463072065255,0.6230137573575911,1.5595198714496472,1.663354280062244,Suwon_A_2210261635_0103_0006
67,Two_Wheeler,22.189282427168926,-17.03655473394075,-10.656153911606701,-0.3406598495982576,0.6429677123560078,1.3854566134501525,1.7118346373603073,Suwon_A_2210261635_0103_0007
68,Two_Wheeler,22.01769289330545,-17.04585295893105,-10.645654132238272,-0.34031673012976477,0.5309398422177584,1.3854566134501525,1.733982648535234,Suwon_A_2210261635_0103_0008
69,Two_Wheeler,22.213568677727235,-17.005637799776498,-10.605005989656416,-0.34070798958121984,1.3351352746214005,1.4318605086584688,1.963046742994301,Suwon_A_2210261635_0103_0009
70,Car,33.23741558640127,16.40408471003949,-12.978954254195084,-2.123466739107239,4.14691328498317,1.3241203293423665,1.5526946728206503,Suwon_A_2210261635_0104_0000
71,Car,33.24054381142781,16.41219864500162,-12.94413783155997,-2.122361922923558,4.14691328498317,1.3311458118826343,1.5751527344607323,Suwon_A_2210261635_0104_0001
72,Small_Car,39.627772877026686,21.825108779519862,-13.241669069594803,0.7592182246175334,3.446099639233375,1.4377548524602708,1.3306472517384351,Suwon_A_2210261635_0104_0002
73,Car,33.23752147135042,16.406209116952766,-12.949598904368004,-2.124958365074643,4.14691328498317,1.3378633555427855,1.5954771259619323,Suwon_A_2210261635_0104_0003
74,Car,33.24328354306084,16.414822819706,-12.960548864906158,-2.1253332825320923,4.14691328498317,1.3407186926254697,1.5697361259402303,Suwon_A_2210261635_0104_0004
75,Car,33.2326035087803,16.396730877578623,-12.97134191992086,-2.123301825743575,4.14691328498317,1.31532615245324,1.5204554071237935,Suwon_A_2210261635_0104_0005
76,Car,35.76159492116807,-30.913806050593386,-9.893840665563241,-0.9404263323430202,3.1234339230787027,1.0026260495993438,1.099256138787993,Suwon_A_2210261635_0104_0006
77,Car,40.8319203853146,-26.963804844266356,-10.232430401077396,-0.8856966254275355,3.168678211301902,0.7459699109532446,1.0157842636108398,Suwon_A_2210261635_0104_0007
78,Car,29.305502710559143,-26.983204060395067,-9.856415897249596,-0.8551180154786313,4.193521059720965,1.3054402505670533,1.4829692739729698,Suwon_A_2210261635_0104_0008
79,Car,36.2643006907167,-30.249334493025223,-9.696797847747805,-0.8735620018477239,3.807071363944706,1.3791616146911918,1.7365102767944336,Suwon_A_2210261635_0104_0009
80,Bus,72.40549636437137,-1.5462989529387048,-10.55115506975941,-0.9752137184655943,7.246077595653693,2.623682448275423,3.459732096809303,Suwon_A_2210261635_0105_0000
81,Bus,83.02181672068119,5.779571443358186,-10.921127319335938,-1.0028118131042199,10.516742270182235,2.6110584104012773,2.0563201904296875,Suwon_A_2210261635_0105_0001
82,Bus,90.37196175261985,10.561831221634158,-11.404459953308105,-1.0028118131042212,4.7153162646444144,2.454812393543129,1.8414535522460938,Suwon_A_2210261635_0105_0002
83,Car,57.553521039310034,-7.078260391327746,-11.393910884857178,-0.9766113333224182,4.031762065959669,1.6959492250741306,0.41619396209716797,Suwon_A_2210261635_0105_0003
84,Adult,11.562537557101761,-13.014161072560078,-10.852897644042969,-2.4870941840919194,0.22514159020705332,0.39804810800839663,1.4274330139160156,Suwon_A_2210261635_0105_0004
85,Adult,11.93908873947883,-11.94525398486022,-11.1755952835083,-0.04402319774422595,0.432161267883852,0.5315830913093291,1.4220466613769531,Suwon_A_2210261635_0105_0005
86,Adult,12.699799141385304,-10.875647755941111,-11.219435361966699,-1.5724524184735622,0.41002167777951104,0.5096924841429721,1.0732815820876866,Suwon_A_2210261635_0105_0006
87,Adult,13.879930367391449,-9.884032965774063,-11.433802914235802,-1.1257373675363427,0.3194744533860817,0.45004313983986044,1.480026864238205,Suwon_A_2210261635_0105_0007
88,Adult,15.078641228651996,-9.045463397173894,-11.35988284908331,-1.1507927123916943,0.4068536285377962,0.4306213399306996,1.1750650756080248,Suwon_A_2210261635_0105_0008
89,Small_Car,16.337760020622333,-8.281259266502486,-11.506787419319153,-1.6794673065017867,0.6528684937407071,0.6091462270034164,1.2935965061187744,Suwon_A_2210261635_0105_0009
90,Car,43.569202050224774,-4.211180892397715,-11.676571397639034,-0.28910665984653633,4.9666941052345654,1.0090853986546922,1.1010733220114637,Suwon_A_2210261635_0106_0000
91,Bus,31.267866292370705,-30.604762815873105,-8.649247566526329,-0.9275749324977917,9.209127334488166,2.6835033227437397,3.1381895012985535,Suwon_A_2210261635_0106_0001
92,Bus,38.25463155303303,-25.56829391197778,-9.043692644328287,-0.9764297256439309,8.877308964369615,2.4709213957049547,2.7866107143767893,Suwon_A_2210261635_0106_0002
93,Car,28.063541843802884,-27.955019918335243,-9.69814708925384,-0.8355764673663981,4.690659709075306,1.4409384053766576,1.3624514596820483,Suwon_A_2210261635_0106_0003
94,Car,33.63837031948367,-22.445268088603882,-10.143521465313777,-0.6966902979092849,4.625084862878953,1.5592779702791413,1.3437748880076417,Suwon_A_2210261635_0106_0004
95,Car,32.360666034258266,-29.560947171406838,-9.575355302287322,-0.9513914253518206,4.002573789728068,1.4367330076517186,1.5991406802525814,Suwon_A_2210261635_0106_0005
96,Car,13.18087340164289,3.001176062499357,-12.22667124167529,-2.9923459142685536,4.460102835318437,1.6888952753906592,1.195357004534838,Suwon_A_2210261635_0106_0006
97,Car,15.066606224074592,-3.206563880811664,-11.846134023057557,-2.8694376384925606,4.460765279606181,1.571074102702614,1.4053963770622984,Suwon_A_2210261635_0106_0007
98,Car,16.76401501799727,-10.149638845544674,-11.36037661890483,-2.8759599697631577,4.2601245021796315,1.819461399438656,1.4268488415650735,Suwon_A_2210261635_0106_0008
99,Car,27.978465231161774,-27.881874648126804,-9.802918577470862,-0.8468526311541765,3.3903755645879174,1.268604889288424,1.7488305086324982,Suwon_A_2210261635_0106_0009
100,Small_Car,37.94578090001087,-25.094996002982967,-10.121101601457713,-0.9071333873716466,2.5972043730770222,1.0223751251807907,1.154961801650452,Suwon_A_2210261635_0107_0000
101,Small_Car,40.39475227703042,-13.550473507030295,-10.867518466105032,-0.501068519280013,2.3555932180153802,2.0643264883566186,0.9637063951368586,Suwon_A_2210261635_0107_0001
102,Small_Car,33.276342365275895,-21.543273772627526,-10.21719046702779,-0.6129601905737155,3.4714513632184536,0.9419201955884989,1.4894147459855134,Suwon_A_2210261635_0107_0002
103,Car,31.90734639475661,-24.040758333296132,-9.855660252289745,-0.7433203302927558,5.115866111754589,1.956820558470922,1.7860470299345115,Suwon_A_2210261635_0107_0003
104,Car,37.196873415731076,-16.656525491164757,-10.486824616815449,-0.5235999933344528,5.001626219684682,2.4375833138564986,1.9314013094181086,Suwon_A_2210261635_0107_0004
105,Car,29.761755136779488,-26.026759565674595,-9.877890800949901,-0.7708972905977973,4.18456256518255,1.5299359687643341,1.2871358908087835,Suwon_A_2210261635_0107_0005
106,Car,35.01033638583627,-19.882608921813933,-10.478671085098572,-0.6096936973343403,4.6034459698578445,1.7986769461201162,1.3092154674703111,Suwon_A_2210261635_0107_0006
107,Car,31.298290064963354,-27.68174870865498,-9.271256932089894,-0.9216748717954193,5.208220920888302,3.0463907298675545,1.9079066819314578,Suwon_A_2210261635_0107_0007
108,Car,39.2054456360722,-20.85230941225058,-10.849575990890624,-0.9435324425860467,4.151966056986072,1.6070970832296112,0.6964149364931587,Suwon_A_2210261635_0107_0008
109,Car,32.4276922525585,-22.9377775430043,-10.136085508529874,-0.8062875789289262,4.7186864503051575,0.9557787128233952,1.4631630175438168,Suwon_A_2210261635_0107_0009
110,Adult,28.444105570469787,-7.994030365604847,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.5809439997835123,1.2378034591674805,Suwon_A_2210261635_0108_0000
111,Adult,28.444105570469674,-7.994030365604847,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.5809439997835123,1.2378034591674805,Suwon_A_2210261635_0108_0001
112,Adult,28.4728482146051,-8.03148879361648,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.6353743639892059,1.2378034591674805,Suwon_A_2210261635_0108_0002
113,Adult,28.450193155618077,-8.00196392136871,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.5809439997835123,1.2378034591674805,Suwon_A_2210261635_0108_0003
114,Adult,28.438017985320887,-7.986096809840826,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.5809439997835123,1.2378034591674805,Suwon_A_2210261635_0108_0004
115,Adult,28.426405185984596,-7.970962599992259,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.6027915992740999,1.2378034591674805,Suwon_A_2210261635_0108_0005
116,Adult,28.44013578654756,-7.988856803125667,-11.516190588390742,-0.9163015305021264,0.34289910220021735,0.6369779712247189,1.2663804291008207,Suwon_A_2210261635_0108_0006
117,Adult,28.513172675088654,-8.011700141182695,-11.484970504059861,-0.9163015305021264,0.4309753947136452,0.7312236063374122,1.271666657895905,Suwon_A_2210261635_0108_0007
118,Adult,28.442467705296735,-7.991895841921178,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.6027915992740999,1.2378034591674805,Suwon_A_2210261635_0108_0008
119,Adult,28.44579268335133,-7.996229070642828,-11.501902103424072,-0.9163015305021264,0.34289910220021735,0.6027915992740999,1.2378034591674805,Suwon_A_2210261635_0108_0009
120,SUV,41.868772224203184,19.702921752439483,-13.090685844421387,0.340440933256337,4.029447777339278,1.367676189957373,1.6484375,Suwon_A_2210261635_0109_0000
121,SUV,39.4919939870628,24.759841883318437,-13.368106087498704,0.44544517356709284,4.029447777339278,1.6461311066756572,1.6276032568350443,Suwon_A_2210261635_0109_0001
122,Adult,28.467809601107735,-7.971435068226369,-11.196341605519676,-0.25368977104545887,0.5594655776405699,0.5034006975977028,0.6312620074260715,Suwon_A_2210261635_0109_0002
123,Adult,28.482187079494302,-7.99113625091118,-11.500254154205322,-0.25368977104545887,0.5398583164350443,0.5034006975977028,1.2390871047973633,Suwon_A_2210261635_0109_0003
124,Adult,28.51639242476257,-8.003068483229226,-11.500254154205322,-0.25368977104545887,0.5744723087925252,0.5578875080013999,1.2390871047973633,Suwon_A_2210261635_0109_0004
125,Adult,28.539194374458177,-7.986616226021692,-11.500254154205322,-0.25368977104545887,0.5398583164350443,0.5760497781359655,1.2390871047973633,Suwon_A_2210261635_0109_0005
126,Adult,28.504536893881564,-7.999964263861578,-11.500254154205322,-0.25368977104545887,0.5917793049712656,0.537929796893791,1.2390871047973633,Suwon_A_2210261635_0109_0006
127,Adult,28.483862350114308,-7.926691158256688,-11.500254154205322,-0.25368977104545887,0.4689841783413728,0.5034006975977028,1.2390871047973633,Suwon_A_2210261635_0109_0007
128,Adult,28.376698611346228,-7.856853828222225,-11.455978321249455,-0.25390411295531723,0.5209051668775941,0.43501478298443463,1.3298984554701918,Suwon_A_2210261635_0109_0008
129,Adult,28.546265936744348,-7.8031341493729425,-11.433840404771523,-0.2540112839102465,0.5209051668775941,0.3970226081992857,1.3298984554701918,Suwon_A_2210261635_0109_0009
130,Two_Wheeler,22.34537794755042,-16.99166193995278,-10.407720326631432,-1.2066670845770462,1.2397393565641655,0.6404321436381465,1.2690357746943053,Suwon_A_2210261635_0110_0000
131,Two_Wheeler,22.2486982361087,-17.027071358491153,-10.54446566577544,-1.2249313847073509,1.3842160017016754,0.6115459829120599,1.5459004360388855,Suwon_A_2210261635_0110_0001
132,Two_Wheeler,22.28773692624729,-16.710961415719527,-10.811368472300034,-1.2172829115404473,1.722899937594595,1.182568181532173,1.1370513512836504,Suwon_A_2210261635_0110_0002
133,Two_Wheeler,22.206738400028318,-17.029459001745753,-10.877989619977782,-1.2340563519904113,1.4254256611234797,0.6562875505684497,1.3402121655693773,Suwon_A_2210261635_0110_0003
134,Two_Wheeler,22.253615627708182,-16.976120749638092,-10.551653165934308,-1.233740351209918,1.4349716144816664,0.6873912173024613,1.5698142919545996,Suwon_A_2210261635_0110_0004
135,Two_Wheeler,22.253556930283185,-16.980889304113273,-10.55651239472052,-1.2426433251785898,1.4282709326646335,0.700595065254605,1.5684594859877352,Suwon_A_2210261635_0110_0005
136,Two_Wheeler,22.333488199284385,-17.011406072487606,-10.760160006906641,-1.2331866267245117,1.206838502067552,0.5803070849306321,1.0806351112775499,Suwon_A_2210261635_0110_0006
137,Two_Wheeler,22.264854169631402,-16.92198979662055,-10.57749504898773,-1.2170603356370933,1.4943423279173358,0.7860723503761295,1.5789236520505443,Suwon_A_2210261635_0110_0007
138,Two_Wheeler,22.263634370762855,-16.927648812044847,-10.790758465152198,-1.2432131421821235,1.4995653770970978,0.8105677141806661,1.1749526783878057,Suwon_A_2210261635_0110_0008
139,Two_Wheeler,22.260945618663854,-16.922062029411144,-10.79206889642608,-1.242715289139294,1.4801727298927714,0.8088819198842245,1.1576441485817073,Suwon_A_2210261635_0110_0009
140,Car,21.049178055909156,22.292324130431396,-13.446059203152938,-2.012582463237652,3.615653234682062,1.1794946996136375,1.5692780011894756,Suwon_A_2210261635_0111_0000
141,Car,21.04484708433493,22.29080338159015,-13.477104010117076,-2.019618136973479,3.623863410888622,1.1335692310808931,1.5737720332908367,Suwon_A_2210261635_0111_0001
142,Car,21.052717055848543,22.29855634025145,-13.448833507523519,-2.0108137406130187,3.61211603235731,1.1717223998864432,1.5770380387771725,Suwon_A_2210261635_0111_0002
143,Car,21.03453997200836,22.29734198567174,-13.429563561315094,-2.008253913159732,3.6013410513623496,1.1615960070605844,1.5799574432732686,Suwon_A_2210261635_0111_0003
144,Car,34.36041214357545,-14.854560254137045,-10.811133743718909,2.2417210099755227,2.639704033695569,1.5681493050823636,1.2580999872072158,Suwon_A_2210261635_0111_0004
145,Car,24.51064785182191,-22.402226027513603,-10.21157670826499,2.2289986049646746,4.636298434811602,1.583045820718415,1.2077547036902172,Suwon_A_2210261635_0111_0005
146,Car,21.051990713133982,22.301010859872097,-13.439364778411221,-2.005437432901802,3.6044308554309414,1.1977669581814792,1.584166143408348,Suwon_A_2210261635_0111_0006
147,Car,21.050032728891104,22.295149987656167,-13.493792181284688,-1.9988391458923278,3.5970130727253027,1.2118985068817234,1.6327682667032493,Suwon_A_2210261635_0111_0007
148,Car,21.056321135499708,22.30553146400643,-13.438989760618446,-2.0012120964799123,3.6029470055156843,1.2066624153321377,1.6048385483136034,Suwon_A_2210261635_0111_0008
149,Car,21.040623459976672,22.305108131240438,-13.440107356578489,-2.0207424628806825,3.6091720299747276,1.1336390714538174,1.5799013524774521,Suwon_A_2210261635_0111_0009
150,Adult,38.56988815940896,8.322090432092512,-12.200793767589131,-0.7592182246175332,0.1820637126445739,0.5187388217292284,0.7952147019263077,Suwon_A_2210261635_0112_0000
151,Adult,39.46105748471812,9.038530930045711,-12.352013781702313,-0.7592182246175332,0.1827261068125525,0.5779446601346944,0.8176547301526778,Suwon_A_2210261635_0112_0001
152,Adult,40.424831074272625,9.606248271880467,-12.179267613261857,-0.7592182246175332,0.38561026441582635,0.19700454778503024,1.563147067033583,Suwon_A_2210261635_0112_0002
153,Adult,41.60356169266815,10.388339054196724,-12.411119082780989,-0.7592182246175332,0.3105159413832487,0.44593286125962445,1.6816587414047712,Suwon_A_2210261635_0112_0003
154,Adult,42.603203920430424,11.018514770693246,-11.789903973864702,-0.7592182246175332,0.16595656453146063,0.2458626681375074,0.031407006505139806,Suwon_A_2210261635_0112_0004
155,Adult,43.514723294011254,11.76714665015442,-11.938998949300274,-0.7592182246175332,0.14918640058186067,0.45732476189339366,0.05712793286234607,Suwon_A_2210261635_0112_0005
156,Adult,44.46700670557532,12.458939968724641,-12.097197068563986,-0.7592182246175332,0.13464732746826566,0.5091145937005422,0.06847466972760623,Suwon_A_2210261635_0112_0006
157,Adult,39.75246595654355,3.444466208241715,-12.114577003959855,2.261890654633779,0.1994919290605191,0.7262598671149939,1.4960414627088845,Suwon_A_2210261635_0112_0007
158,Car,33.35886418059897,-18.80928180151216,-10.533044700441538,2.3215736972147663,3.141864721114321,0.9281381944993433,1.5087611860421157,Suwon_A_2210261635_0112_0008
159,Car,23.794967833764403,-26.81144378651912,-10.093634066831564,2.234583152594121,5.1138683882036995,1.8035558464610661,1.380785312649529,Suwon_A_2210261635_0112_0009
160,Adult,37.070945366992554,-0.8594833282223688,-11.632789665026598,2.362062726568265,0.4492467859713377,0.4812632319767427,1.468662112783821,Suwon_A_2210261635_0113_0000
